i,creation_time,deletion_time
17,0.006499052047729492,0.006000041961669922
17,0.005612611770629883,0.002935171127319336
17,0.003164052963256836,0.0038509368896484375
17,0.004769802093505859,0.004856109619140625
18,0.03729581832885742,0.006020784378051758
18,0.0055389404296875,0.0037539005279541016
18,0.004559993743896484,0.004067182540893555
18,0.003966093063354492,0.0037889480590820312
18,0.004185199737548828,0.0036809444427490234
18,0.004534006118774414,0.005393028259277344
18,0.004021167755126953,0.004251241683959961
18,0.003993034362792969,0.003762960433959961
18,0.003568887710571289,0.0030710697174072266
18,0.004972934722900391,0.003615856170654297
19,0.02447795867919922,0.003306150436401367
19,0.005567073822021484,0.003242015838623047
19,0.003938198089599609,0.01385498046875
19,0.002627849578857422,0.0016710758209228516
19,0.0016810894012451172,0.0016009807586669922
19,0.0014562606811523438,0.001438140869140625
19,0.0014581680297851562,0.0016138553619384766
19,0.0014309883117675781,0.0019919872283935547
19,0.0014989376068115234,0.0015339851379394531
19,0.0014238357543945312,0.002613067626953125
